###,Series metadata
written by,Pyleoclim 1.1.0b0
lat,-19.8
lon,63.4
elevation,
time_unit,yrs BP
time_name,Age
value_unit,‰
value_name,$\delta^{18} O$
label,LaVierge
archiveType,speleothem
sensorType,
observationType,
importedFrom,
control_archiveType,False
log,
###,end metadata
Age [yrs BP],$\delta^{18} O$ [‰]
4421.524,-3.921
4422.917,-4.345
4424.353,-4.039
4425.836,-4.145
4427.371,-3.574
4428.962,-2.844
4430.613,-3.305
4432.329,-3.61
4434.116,-4.202
4435.976,-4.035
4438.011,-3.739
4440.774,-3.953
4444.302,-3.563
4448.533,-3.597
4453.405,-3.675
4458.855,-3.873
4464.82,-3.9
4471.24,-4.234
4478.051,-4.384
4485.191,-4.636
4492.598,-4.444
4500.21,-3.664
4507.964,-3.695
4515.799,-3.048
4523.652,-3.535
4531.46,-3.877
4539.162,-4.198
4546.695,-4.054
4553.997,-3.693
4561.005,-3.923
4567.659,-4.295
4573.894,-4.686
4579.649,-3.813
4584.862,-3.45
4589.471,-3.384
4593.515,-3.489
4597.564,-3.45
4601.705,-3.503
4605.924,-3.712
4610.207,-3.643
4614.542,-3.4
4618.915,-2.694
4623.312,-3.133
4627.72,-3.034
4632.125,-2.555
4636.514,-2.449
4640.873,-2.347
4645.189,-2.463
4649.449,-2.414
4653.638,-3.161
4657.743,-3.401
4661.752,-2.574
4665.65,-2.966
4669.424,-2.906
4673.06,-3.39
4676.545,-4.323
4679.866,-4.494
4683.008,-4.415
4685.959,-3.931
4688.705,-4.241
4691.233,-3.653
4693.528,-2.818
4695.578,-2.592
4697.494,-2.572
4699.396,-2.967
4701.285,-3.348
4703.161,-2.795
4705.024,-3.316
4706.876,-3.539
4708.715,-2.694
4710.542,-2.975
4712.359,-2.559
4714.164,-2.716
4715.959,-2.879
4717.743,-3.311
4719.518,-3.688
4721.282,-3.21
4723.038,-3.216
4724.784,-4.141
4726.521,-3.602
4728.25,-3.604
4729.971,-3.702
4731.685,-3.616
4733.391,-3.079
4735.089,-2.504
4736.781,-1.957
4738.467,-2.186
4740.146,-2.263
4741.819,-2.602
4743.487,-3.025
4745.15,-3.107
4746.808,-2.941
4748.462,-2.758
4750.111,-3.067
4751.756,-2.994
4753.398,-3.248
4755.036,-3.875
4756.672,-4.023
